ciudad,pais,lat,lon
Saint-Firmin,Francia,48.419463,6.1318242
Vimianzo,España,43.1103,-9.033895
Bart,India,22.3511148,78.6677428
Ferrara,Italy,44.8353,11.6199
Torrejoncillo,España,39.89564,-6.466379
Chur,Switzerland,46.8521,9.5297
Cazalis,Francia,44.3414558,-0.379504
La Tardière,Francia,46.6614352,-0.7323874
Nava de Francia,España,40.53558,-6.116858
Cernusco sul Naviglio,Italy,45.5167,9.3333
Frómista,España,42.26745,-4.406819
Saint-Maximin,Francia,49.2203384,2.4505702
Nommay,Francia,47.5379814,6.8474821
Stari Grad,Croacia,43.1841534,16.5976553
Villeny,Francia,47.6230997,1.7551547
Saint-Étienne-de-Montluc,France,47.2764,-1.7803
Meung-sur-Loire,France,47.8286,1.6983
Prayols,Francia,42.9261437,1.624453
Lugano,Switzerland,46.0103,8.9625
Berrien,Estados Unidos de América,31.2561376,-83.2443709
Fleurie,Francia,46.1920243,4.6981214
Laréole,Francia,43.7380097,1.0222313
Andoain,España,43.22048,-2.021122
Alzenau,Alemania,50.0833781,9.0665847
La Morera,España,38.5470241,-6.6535985
Argences-en-Aubrac,Francia,44.781209399999995,2.8193836648919914
Orgon,Francia,43.790843,5.0394918
Izeste,Francia,43.0915025,-0.4263042
Mafra,Portugal,38.9333,-9.3333
Boos,Francia,49.3877403,1.2007981
Encinas de Arriba,España,40.77135,-5.55873
Bustillo del Oro,España,41.67456,-5.461473
Courroux,Suiza,47.359922,7.3782917
Boadella i les Escaules,España,42.33139,2.856944
Criquebeuf-sur-Seine,Francia,49.3057868,1.0965298
Cuba,Cuba,23.0131338,-80.8328748
Villelongue-dels-Monts,Francia,42.5251612,2.9059211
Los Villares de Soria,España,41.8646716,-2.3559016
Cotignac,Francia,43.5280531,6.1502672
Longpont-sur-Orge,France,48.6428,2.2917
Combourg,France,48.4086,-1.7517
Fenain,France,50.3658,3.3006
Saint-Jean-de-Ceyrargues,Francia,44.0519,4.2276
Bigues i Riells,España,41.67733,2.223527
Torrecilla de la Jara,España,39.70379,-4.771836
Holzappel,Alemania,50.3517054,7.8985466
Réau,Francia,48.610231,2.6235754
Meyrals,Francia,44.8988503,1.0629543
Lennik,Bélgica,50.8085632,4.1648626
Châteaumeillant,Francia,46.5608687,2.1962014
Bollullos de la Mitación,España,37.34011,-6.138757
Prato,Italy,43.8808,11.0966
Targu Neamt,Rumanía,47.2064268,26.360439
Riaño,España,42.9748,-5.012101
Alfândega da Fé,Portugal,41.35,-6.9667
Mota del Cuervo,España,39.50294,-2.873104
Craiova,Romania,44.3333,23.8167
Calañas,España,37.65482,-6.878683
Traiguera,España,40.52502,0.2937722
Stradella,Italy,45.0833,9.3
Foligno,Italy,42.9561,12.7033
La Yesa,España,39.8914016,-0.9615624
Biberbach,Alemania,48.5169777,10.811195
Générac,Francia,45.1717613,-0.541972
Mata de Alcántara,España,39.71692,-6.81734
Andernach,Germany,50.4397,7.4017
Furth im Wald,Germany,49.3097,12.84
Châlons-en-Champagne,France,48.9575,4.365
Challans,France,46.8467,-1.8781
Las Palmas de Gran Canaria,España,28.1288694,-15.4349015
Guardamar del Segura,España,38.08615,-0.651254
Cerecinos del Carrizal,España,41.68334,-5.653087
Saint-Lattier,Francia,45.0877308,5.2014063
Canelli,Italy,44.7208,8.2928
Gudo,Suiza,46.1756517,8.9443724
Aguilón,España,41.29503,-1.046726
Villiers-en-Plaine,Francia,46.407661,-0.5369854
Clisson,France,47.0869,-1.2836
Levernois,Francia,46.9947098,4.8739879
Dosrius,España,41.59482,2.405386
Montvert,Francia,44.9945111,2.1606837
Puebla de Don Fadrique,España,37.9579,-2.43508
Radovljica,Slovenia,46.3444,14.1744
Loqueffret,Francia,48.319573,-3.8583354
Úbeda,España,38.00809,-3.368519
Auxonne,France,47.1939,5.3878
Nigüelas,España,36.97741,-3.539319
Santa Cruz del Valle,España,40.25078,-5.003672
Meximieux,France,45.9044,5.1944
Castelnaud-de-Gratecambe,Francia,44.4979614,0.669986
Granadilla de Abona,España,28.12018,-16.57691
Alaraz,España,40.74753,-5.288013
Valdefuentes del Páramo,España,42.32334,-5.830119
Sant Cugat del Vallès,España,41.47186,2.082139
Segorbe,España,39.85328,-0.4849939
Grijota,España,42.05277,-4.583137
Azkoitia,España,43.1782,-2.31164
Cavallermaggiore,Italy,44.7167,7.6833
Recke,Germany,52.37,7.7189
Valdecuenca,España,40.29699,-1.406765
Torrechiva,España,40.0498,-0.3971934
Pontcharra-sur-Turdine,Francia,45.8748314,4.4897842
Iznalloz,España,37.3927,-3.527549
Claix,France,45.1197,5.6717
Sainte-Radégonde-des-Noyers,Francia,46.375358,-1.0594662
Neuville-sur-Oise,Francia,49.0135534,2.0623676
Villeneuve-en-Retz,Francia,47.03524805,-1.8979780094455112
Gardie,Francia,43.0749,2.29924
Beaulieu-sur-Oudon,Francia,48.0046853,-0.9950363
San Román de Cameros,España,42.23228,-2.473908
Grajal de Campos,España,42.32092,-5.020816
Zaanstad,Netherlands,52.4697,4.7767
Morteau,France,47.0581,6.6061
Villanueva del Campo,España,41.98658,-5.404984
Rieulay,Francia,50.3802594,3.2542358
Llocnou d'En Fenollet,España,39.01358,-0.467483
Semons,Francia,45.4289997,5.200679084287918
Eimeldingen,Alemania,47.6321888,7.595491
Caudete,España,38.70274,-0.9915481
Èze,Francia,43.7288923,7.3620705
Pezens,Francia,43.2548,2.26384
Soto y Amío,España,42.77994,-5.886462
Focsani,Rumanía,45.697274,27.1856921
Avinyó,España,41.86209,1.971941
Santa Eufemia del Barco,España,41.67793,-5.899384
Vallon-Pont-d'Arc,Francia,44.4048,4.39289
Salobral,España,40.61165,-4.811044
Iteuil,Francia,46.4887916,0.3113773
Diamante,Brazil,-7.4278,-38.2639
Allauch,France,43.3369,5.4828
Yaroslavl,Russia,57.6167,39.85
Munilla,España,42.18866,-2.295301
Villamantilla,España,40.33805,-4.13056
Trabanca,España,41.23292,-6.384684
Ménerbes,Francia,43.8321696,5.206383
Belmonte de Tajo,España,40.13364,-3.339654
Aurensan,Francia,43.3042557,0.0870303
Lignerolles,Francia,47.9018719,4.888438
Aries-Espénan,Francia,43.275893,0.5313211
Cavagnac,Francia,45.007377,1.6435871
La Ferté-Saint-Aubin,France,47.7172,1.9414
Berrocalejo de Aragona,España,40.69409,-4.594394
Tiverton ,Reino Unido,50.9025623,-3.4875797
Lebbeke,Belgium,51.0,4.1167
Villevieille,Francia,43.7887005,4.0932027
Oldenburg in Holstein,Germany,54.2922,10.8867
Llobera,España,41.95104,1.472779
Agullana,España,42.39483,2.845378
Braine-le-Château,Belgium,50.6833,4.2667
San Mauro Torinese,Italy,45.1039,7.7536
Dun,Francia,43.0277954,1.8006599
Mirandilla,España,39.0017,-6.289864
Biard,Francia,46.5758275,0.30807
Laval,Canada,45.5833,-73.75
Calzada de Oropesa,España,39.89803,-5.278959
Penagos,España,43.35154,-3.81413
Méritein,Francia,43.3348571,-0.7639069
Montferri,España,41.26528,1.366763
Torres del Río,España,42.55206,-2.271269
Rábanos,España,42.3198,-3.270114
South Heighton ,Reino Unido,50.8077833,0.0567574
Burón,España,43.02356,-5.051342
San Asensio,España,42.49755,-2.748897
Serra Riccò,Italy,44.5078,8.936
Saint-Maurice-sur-Fessard,Francia,47.992345,2.6217522
Santa María del Páramo,España,42.35568,-5.747854
Lent,Francia,46.1199017,5.194702
Rábano,España,41.53273,-4.060755
Soultzmatt,Francia,47.9621141,7.2389315
Haut-Mauco,Francia,43.8263132,-0.5561875
San Juan del Olmo,España,40.6527,-5.049766
Sariegos,España,42.65,-5.633333
La Campana,Spain,37.5681,-5.4278
Saint-Martial-de-Valette,Francia,45.5172222,0.6508333
Aubiet,Francia,43.6465589,0.783188
La Puebla de Castro,España,42.1449985,0.2872818
Taizé,Francia,46.5128183,4.6771269
Mortain-Bocage,Francia,48.6076865,-0.924256777713777
Rocafort,España,39.53096,-0.4104713
Vaumas,Francia,46.4485,3.63169
Chavannes,Francia,45.1045,4.92539
Cambados,España,42.5138,-8.812893
Creuzier-le-Vieux,Francia,46.1593352,3.4382924
Obejo,España,38.13433,-4.800506
Saint-Martin-de-Ré,Francia,46.2016893,-1.3681861
Saleux,Francia,49.8605488,2.2389702
Alameda de la Sagra,España,40.01226,-3.796505
Terroba,España,42.25843,-2.443991
Tous,España,39.1381,-0.5867855
Cabannes,Francia,43.8610116,4.949561
Oss,Netherlands,51.7667,5.5167
L'Épine,Francia,46.9794444,-2.2669444
Taurinya,Francia,42.58087,2.426801
Fontiveros,España,40.9306,-4.967885
Vicdessos,Francia,42.7731821,1.5136572634381533
Wickede (Ruhr),Alemania,51.4960475,7.8696034
Las Torres de Cotillas,Spain,38.0264,-1.2436
Soto del Barco,España,43.53319,-6.069166
Barbués,España,41.97961,-0.419158
Fauch,Francia,43.8323241,2.2534212
Quimperlé,France,47.8728,-3.5497
Cossato,Italy,45.5667,8.1667
Majaelrayo,España,41.11357,-3.299494
Artannes-sur-Thouet,Francia,47.1990032,-0.0943105
Camarillas,España,40.61241,-0.7541127
La Victoria de Acentejo,Spain,28.4348,-16.4682
Longessaigne,Francia,45.7911229,4.4248337
Carballo,España,43.21217,-8.691041
Valdegovía,España,42.85558735,-3.061015492843744
Saint-Nizier-du-Moucherotte,Francia,45.1706954,5.6296649
Thun,Switzerland,46.759,7.63
Archon,Francia,49.7396539,4.1177577
Pont-de-Chéruy,France,45.7506,5.1731
Corbarieu,Francia,43.945,1.3691667
Santo Domingo de Pirón,España,41.041,-3.989704
Boechout,Belgium,51.1636,4.4964
Basel,Switzerland,47.5606,7.5906
Susmiou,Francia,43.3155116,-0.7772388
Chinchón,España,40.14019,-3.415684
Ternat,Belgium,50.8667,4.1833
Leba,Polonia,54.7604388,17.531376945616415
Puente de Montañana,España,42.15042,0.6935181
Estopiñán del Castillo,España,41.99734,0.5428858
Ignaux,Francia,42.7319386,1.8400794
Groß-Zimmern,Germany,49.8726,8.8343
Monpezat,Francia,43.5022453,-0.06777
Villoruela,España,41.00769,-5.394605
Nénigan,Francia,43.3562,0.701746
Cabeza del Caballo,España,41.13035,-6.559794
Saint-Cirq-Lapopie,Francia,44.4647712,1.6687454
Courmes,Francia,43.742475,7.0087789
Lansargues,Francia,43.6508831,4.0727267
Gravellona Toce,Italy,45.9333,8.4333
Théoule-sur-Mer,Francia,43.5060877,6.9399193
Iasi,Rumanía,47.1615416,27.5837224
Treillières,France,47.3308,-1.6267
Llorenç del Penedès,España,41.2842,1.550656
Navafría,España,41.05463,-3.825141
Gallegos del Río,España,41.73461,-6.174462
Valenton,France,48.745,2.4672
Terque,España,36.98359,-2.597233
Nuits,Francia,47.7302444,4.2125866
Sémalens,Francia,43.591671,2.1109936
Moratinos,España,42.36052,-4.926806
Villemoisson-sur-Orge,France,48.6653,2.3308
Weil der Stadt,Germany,48.7508,8.8706
Montels,Francia,43.2951,3.0296
La Chapelle-Vaupelteigne,Francia,47.8457449,3.7657353
Antas de Ulla,España,42.78225,-7.891078
Maderuelo,España,41.48711,-3.521574
Greifenstein,Germany,50.6094,8.2431
Chaillac-sur-Vienne,Francia,45.8791668,0.8724999
Pertuis,France,43.695,5.5036
Santiago de Compostela,España,42.88045,-8.546304
la Pobla de Farnals,España,39.577785,-0.3264302
Montigny-sur-Loing,Francia,48.3405032,2.757804
Estrées-Deniécourt,Francia,49.8749958,2.824122
Dijon,France,47.3167,5.0167
Cravans,Francia,45.5970869,-0.7095942
Jerez de los Caballeros,España,38.31935,-6.771007
Santa Pola,España,38.1923,-0.5552066
Auzeville-Tolosane,Francia,43.5292199,1.4829226
Joué-lès-Tours,Francia,47.3511161,0.6622353
Hoce-Slivnica,Eslovenia,46.489877500000006,15.610620453278685
Krnov,Czechia,50.0897,17.7039
Sapri,Italy,40.0667,15.6333
Saint-Beauzire,Francia,45.8516333,3.1790056
Épinac,Francia,46.988893,4.5121691
San Pier d'Isonzo,Italia,45.846918,13.460137
Curzay-sur-Vonne,Francia,46.4910854,0.0458719
Masparraute,Francia,43.3894691,-1.0949867
Gardonne,Francia,44.8361742,0.3296012
Benamejí,España,37.26732,-4.540418
Prémanon,Francia,46.4618405,6.0305852
Algar de Mesa,España,41.13445,-1.960034
Prado de la Guzpeña,España,42.78388,-5.026482
Biganos,France,44.6442,-0.9783
Compeyre,Francia,44.1608426,3.1012622
Pont-Audemer,France,49.3542,0.5139
Tresques,Francia,44.106589,4.5867846
Benimarfull,España,38.7751,-0.3934855
Muxía,España,43.10466,-9.218463
Tournon-d'Agenais,Francia,44.3997465,0.9961091
Assas,Francia,43.7014005,3.9004204
Bremen,Germany,53.0769,8.8089
Sainte-Terre,Francia,44.8283252,-0.1134137
O Grove,España,42.4693872,-8.8949654
Vught,Netherlands,51.65,5.3
Iguerande,Francia,46.2057668,4.0769764
Belœil,Bélgica,50.53155255,3.68833354838313
la Torre de Claramunt,España,41.5352891,1.6609381
Ribadavia,España,42.28755,-8.143497
Bapaume,Francia,50.1038538,2.8497506
Torre Pacheco,España,37.743133,-0.9539015
Villanueva de la Jara,España,39.44291,-1.953522
Garcia,España,41.13665,0.6501854
Bregenz,Austria,47.505,9.7492
Palacios de la Sierra,España,41.96359,-3.126263
Zambrana,España,42.65998,-2.879353
Los Fayos,España,41.8799838,-1.7829199
La Roquette-sur-Siagne,France,43.58,6.9556
Saint-Mandrier-sur-Mer,France,43.0761,5.9278
Chouzy-sur-Cisse,Francia,47.5245948,1.2347543099711191
Foz-Calanda,España,40.92335,-0.2674085
Modane,Francia,45.2015369,6.6728169
Salles-sur-Mer,Francia,46.1049709,-1.0571737
Govone,Italia,44.804445,8.094036
Pájara,España,28.35059,-14.10761
Écouen,France,49.0186,2.3811
Chozeau,Francia,45.6948972,5.2080016
Alpedrete,España,40.65875,-4.023713
Pila,Philippines,14.2333,121.3667
Boulogne-Billancourt,France,48.8352,2.2409
Saint-Martory,Francia,43.1414,0.930359
Neuville-sur-Saône,France,45.8761,4.8411
Chanteuges,Francia,45.0730802,3.5324315
Romillé,Francia,48.2153539,-1.89245
Pedreguer,España,38.79388,0.0345502
la Nucia,España,38.6133727,-0.1257319
Landrévarzec,Francia,48.0912721,-4.0581968
Villar de Domingo García,España,40.23842,-2.293823
Leucate,Francia,42.910007,3.0270222
Casas de Millán,España,39.81559,-6.330875
Puisserguier,Francia,43.3679188,3.0408301
Donnemain-Saint-Mamès,Francia,48.106992,1.3684703
Lorette,Francia,45.509,4.58024
Saint-Eustache,Canada,45.57,-73.9
La Bastide-de-Sérou,Francia,43.0125341,1.4293448
Venta del Moro,España,39.48389,-1.358879
Chéroy,Francia,48.201491,2.9966394
Mettet,Belgium,50.3192,4.6569
Gidy,Francia,47.9899429,1.8368508
Geudertheim,Francia,48.7232088,7.7561385
Alfaraz de Sayago,España,41.22837,-5.984178
Sant Cebrià de Vallalta,España,41.61977,2.600307
Anento,España,41.07045,-1.333929
Marcillac,Francia,45.27374695,-0.49955961805011406
Angera,Italy,45.7667,8.5833
Lauf an der Pegnitz,Alemania,49.5118126,11.2813381
Vall de Gallinera,España,38.82222,-0.2222222
Ollo,España,42.86711,-1.858877
Villaescusa de Roa,España,41.72776,-4.016985
Hinojales,España,38.00843,-6.589147
Redecilla del Camino,España,42.43816,-3.065058
Nalliers,Francia,46.4713889,-1.0275
Tornabous,España,41.70152,1.052611
Rasquera,España,41.00267,0.6005385
Saint-Lubin-en-Vergonnois,Francia,47.61298,1.23744
Baixas,Francia,42.7498075,2.8091531
Socuéllamos,España,39.29322,-2.79432
gmina Kamien Pomorski,Polonia,53.94897565,14.793312848854569
San Esteban del Valle,España,40.27536,-4.980085
Aldea del Obispo,España,40.70917,-6.794617
Centar Sarajevo,Bosnia y Herzegovina,43.8552551,18.418151507032658
Charbonnières-les-Varennes,Francia,45.9077382,2.9987951
Plouray,Francia,48.1461461,-3.3874613
Sant Bartomeu del Grau,España,41.98076,2.175598
Bartenshagen-Parkentin,Alemania,54.087182,11.965336790816327
Vadocondes,España,41.63945,-3.573707
Villanueva de las Cruces,España,37.62762,-7.024521
Galatina,Italy,40.1667,18.1667
Manteigas,Portugal,40.4005617,-7.5408682
Chevry-Cossigny,Francia,48.7244459,2.6617094
Príbram,Chequia,49.6901444,14.0103663
Valls,España,41.28728,1.251579
Éclaron-Braucourt-Sainte-Livière,Francia,48.5918152,4.8645065
Mollet del Vallès,España,41.54052,2.213529
Schortens,Germany,53.5333,7.95
Jílové u Prahy,Chequia,49.8952972,14.4933502
Uithoorn,Netherlands,52.2422,4.825
Saint-Geniès-Bellevue,Francia,43.68255,1.4854271
Ilmenau,Germany,50.6872,10.9142
Casavieja,España,40.28105,-4.766778
Contamina,España,41.30536,-1.9175
Villota del Páramo,España,42.55193,-4.848131
Bóveda,España,42.62622,-7.479327
Cubillos del Sil,España,42.62387,-6.563678
Hinojosa del Valle,España,38.48338,-6.184557
Villarodin-Bourget,Francia,45.2139,6.69592
Louvie-Soubiron,Francia,42.9992256,-0.4136462
Alincthun,Francia,50.7312468,1.8030674
Trouy,Francia,47.0088361,2.3565352
Lanslevillard,Francia,45.2989091,6.929289739713804
Torrecilla de Alcañiz,España,40.96016,-0.0919182
Saint-Estèphe,Francia,45.5925,0.6633333
Acquedolci,Italia,38.0560399,14.5819013
Loon-Plage,France,50.9942,2.2197
Névian,Francia,43.2115027,2.9044229
Groß-Gerau,Germany,49.9214,8.4818
Ieper,Belgium,50.85,2.8833
Marange-Silvange,France,49.2108,6.1039
Villanueva de San Juan,España,37.05036,-5.175473
Nay,Francia,43.1798743,-0.2621768
Guardavalle,Italia,38.50498,16.503507
Puysségur,Francia,43.7486155,1.0618447
Cressanges,Francia,46.4457213,3.1592367
Cabezas Rubias,España,37.7265,-7.087451
San Miguel de la Ribera,España,41.33165,-5.57769
Mies,Suiza,46.3060321,6.1723029
Scandicci,Italy,43.7544,11.1894
Saint-Sauves-d'Auvergne,Francia,45.6062946,2.6882708
Cisano Bergamasco,Italy,45.7431,9.4708
Arnhem,Netherlands,51.9833,5.9167
Smallingerland,Países Bajos,53.11525265,6.050738915587699
Guijo de Ávila,España,40.53165,-5.640107
Seeheim-Jugenheim,Germany,49.7667,8.65
Torremocha de Jarama,España,40.83705,-3.494407
Linares de Riofrío,España,40.58448,-5.921306
Hérisson,Francia,46.5082,2.71241
Brignoles,France,43.4058,6.0617
Prigonrieux,Francia,44.855306,0.4030054
Emmendingen,Germany,48.1214,7.8492
Laxou,France,48.6856,6.1522
Argentenay,Francia,47.8153459,4.1118425
Hontoria de Valdearados,España,41.74445,-3.520228
Pierrefonds,Francia,49.3474567,2.9781976
Villa San Giovanni,Italy,38.2167,15.6333
Milagros,España,41.57555,-3.699167
Montgeard,Francia,43.3390498,1.6332329
Valga,España,42.69431,-8.639425
Quetigny,Francia,47.3125861,5.1162694
Saint-Julien-en-Beauchêne,Francia,44.6162518,5.7100557
Rives-en-Seine,Francia,49.52662945,0.7611546217382126
Valognes,France,49.5092,-1.4692
Becerreá,España,42.85341,-7.162147
Mareuil,Francia,45.4466433,0.44161356371159
Coutances,France,49.0453,-1.4453
Figueroles,España,40.11762,-0.2375725
Pampaneira,España,36.94004,-3.361339
Seyssel,Francia,45.9566342,5.8315197
As Nogais,España,42.8089027,-7.1089861
Almetyevsk,Russia,54.9,52.3
Gençay,Francia,46.3735187,0.404331
Moncoutant,Francia,46.7314449,-0.5865093211079355
Ede,Netherlands,52.0436,5.6667
Vilafamés,España,40.11403,-0.0529811
Toses,España,42.32076,2.014152
Villalcázar de Sirga,España,42.31688,-4.543277
Proaza,España,43.25117,-6.015672
Jacou,France,43.6608,3.9103
Lavelanet,France,42.9328,1.8486
Montabaur,Germany,50.4375,7.8258
Rickenbach (TG),Suiza,47.447773,9.050699
Castrejón de la Peña,España,42.8079,-4.599902
Virieu-le-Grand,Francia,45.848139,5.6493313
Huércal-Overa,España,37.39063,-1.943684
Loury,Francia,48.0020047,2.0842802
Cori,Italy,41.65,12.9167
Champmillon,Francia,45.6407699,0.0027515
Mandelieu-la-Napoule,France,43.5464,6.9381
Valle de Villaverde,España,43.24528,-3.260278
Maranchón,España,41.04764,-2.20504
Saint-Parres-aux-Tertres,Francia,48.2979256,4.1195915
Losa del Obispo,España,39.69542,-0.8719551
Lanvéoc,Francia,48.2866723,-4.4615166
Chauffailles,Francia,46.2077321,4.338189
Madrigal de la Vera,España,40.14826,-5.369092
Ivry-sur-Seine,France,48.8078,2.3747
Melesse,France,48.2172,-1.6961
Leszno,Poland,51.8403,16.5749
Mouzillon,Francia,47.1413424,-1.2839318
Pinilla Trasmonte,España,41.87348,-3.620033
Jihlava,Czechia,49.4003,15.5906
Piñel de Arriba,España,41.69944,-4.127923
Iruraiz-Gauna,España,42.82207,-2.495043
Capens,Francia,43.33602,1.25844
Freiberg,Germany,50.9119,13.3428
Cubillos,España,41.57485,-5.739423
Chêne-Bourg,Suiza,46.1942388,6.1934779
Montlouis-sur-Loire,France,47.3883,0.8272
Casarrubuelos,España,40.17114,-3.833068
Vulbens,Francia,46.108316349999996,5.942395183444745
La Landec,Francia,48.4351621,-2.1791316
La Mata,España,39.9428781,-4.4381101
Larré,Francia,48.4943825,0.1638955
Lubrín,España,37.21585,-2.067055
Vouneuil-sous-Biard,France,46.5731,0.2714
Sant Mori,España,42.15652,2.988415
Saint-Martin-d'Hères,Francia,45.1836683,5.75448
Civray,Francia,46.1508396,0.2950117
Ponte di Piave,Italy,45.7167,12.4667
Courlaoux,Francia,46.6673,5.4615
Aielo de Rugat,España,38.88166,-0.3430091
Simacourbe,Francia,43.4458401,-0.1662562
Gy-l'Évêque,Francia,47.7209503,3.5478673
Mogán,España,27.8837,-15.72398
Deifontes,España,37.32524,-3.594484
Montfort-le-Gesnois,Francia,48.049078,0.403157
Valpalmas,España,42.15822,-0.854761
Poza de la Vega,España,42.57837,-4.796787
Alcolea,España,36.97449,-2.961038
Goussonville,Francia,48.9195516,1.7669261
Pamproux,Francia,46.3953341,-0.0557604
Torre de Peñafiel,España,41.53635,-4.088619
Rully,Francia,49.2359777,2.7280667
Warstein,Germany,51.45,8.3667
Saint-Mathieu-de-Tréviers,Francia,43.7694101,3.8644554
Naila,Germany,50.3299,11.7083
Nicolae Balcescu,Rumanía,46.4781479,26.918455
Bréhan,Francia,48.0611301,-2.6866702
Chartres-de-Bretagne,France,48.0394,-1.7039
Archingeay,Francia,45.9322613,-0.7058521
Caracena,España,41.3833,-3.091343
Buniel,España,42.30971,-3.823738
Crastes,Francia,43.7234743,0.729581
Divatte-sur-Loire,Francia,47.2788103,-1.3364039244301118
Saint-Georges,Belgium,50.6,5.35
Vandellòs i l'Hospitalet de l'Infant,España,41.02011,0.8329072
Chartrettes,Francia,48.4881157,2.7005289
Vernouillet,France,48.7208,1.3606
Usson-du-Poitou,Francia,46.2781203,0.5276974
Peyrestortes,Francia,42.7543539,2.8512531
Beccles,Reino Unido,52.4583779,1.5622924
Rosny-sur-Seine,France,48.9997,1.6317
Nùgoro/Nuoro,Italia,40.3210601,9.3297339
Ronse,Belgium,50.75,3.6
Arenillas de Riopisuerga,España,42.35673,-4.233235
Monroyo,España,40.7874,-0.0317478
Hüttenberg,Austria,46.9397139,14.5486137
Alborache,España,39.39252,-0.7718443
Berlanga de Duero,España,41.46519,-2.861313
Lousada,Portugal,41.2833,-8.2833
Lemps,Francia,44.3515588,5.4196972
Darnétal,France,49.4447,1.1511
Baides,España,41.00534,-2.78473
Nerva,España,37.69511,-6.550632
Saint-Romain-de-Popey,Francia,45.8470199,4.5312276
Piornal,España,40.11704,-5.850621
Hormilla,España,42.43786,-2.774394
Serrejón,España,39.81802,-5.802053
Maglód,Hungary,47.4439,19.3525
Moguer,España,37.27469,-6.836591
Autun,France,46.9511,4.2986
Sainte-Croix-Vallée-Française,Francia,44.1804163,3.7417542
Monestier,Francia,44.7729963,0.3266247
Dalmine,Italy,45.65,9.6
Saint-Pierre-Quiberon,Francia,47.5198497,-3.1303304
Vielle-Louron,Francia,42.8337204,0.4032298
Morales de Campos,España,41.85982,-5.172205
Malalbergo,Italy,44.7194,11.5331
Cortes de Arenoso,España,40.18552,-0.5426167
Bougival,France,48.865,2.1394
Morières-lès-Avignon,France,43.9417,4.9047
Dives-sur-Mer,France,49.2856,-0.1011
Montemor-o-Velho,Portugal,40.1667,-8.6833
Fondo,Italia,46.4400592,11.1364982
Frías,España,42.76148,-3.294353
Plerneuf,Francia,48.5157057,-2.8841808
Bubión,España,36.94883,-3.356741
Pérouse,Italia,43.1119613,12.3890104
Poppi,Italy,43.7358,11.7617
Pozorrubielos de la Mancha,España,39.44584,-2.038611
Es Mercadal,España,40.0075893,4.1124562
Nonières,Francia,44.933,4.48542
Lominchar,España,40.08976,-3.96732
Sainte-Geneviève,Francia,49.7197222,4.0722222
Meyzieu,France,45.7667,5.0036
La Vilavella,España,39.8588,-0.1834768
Göttingen,Germany,51.5339,9.9356
Quintin,Francia,48.4036054,-2.9112669
Fourques-sur-Garonne,Francia,44.448574,0.1584086
Bern,Switzerland,46.948,7.4474
Potes,España,43.15347,-4.6227
Algerri,España,41.81448,0.6366221
Carballeda de Valdeorras,España,42.37857,-6.880474
El Recuenco,España,40.6155654,-2.3395431
Berzovia,Rumanía,45.4259715,21.629009
Zaldibia,España,43.03796,-2.150894
Barañain,España,42.80492,-1.685519
Torre-Cardela,España,37.50457,-3.356015
Voluntari,Romania,44.4925,26.1914
Guastalla,Italy,44.9214,10.6542
Prignac-et-Marcamps,Francia,45.0346608,-0.4940466
Mirebeau-sur-Bèze,Francia,47.39795,5.31781
Montemayor,España,37.64862,-4.698889
Hohenstein,Alemania,48.3472808,9.3548059
Valdeganga,España,39.13523,-1.677004
Guchen,Francia,42.8636403,0.3367797
Ferreira,España,37.17229,-3.036083
Cordobilla de Lácara,España,39.14813,-6.436437
Naberezhnye Chelny,Rusia,55.7419774,52.399207
Vimodrone,Italy,45.5139,9.2844
Madrigal de las Altas Torres,España,41.08944,-4.998767
Valvignères,Francia,44.500368,4.5745447
Lumbres,Francia,50.7051363,2.12179
Nijkerk,Netherlands,52.2167,5.4833
Caluire-et-Cuire,France,45.7953,4.8472
Villach,Austria,46.6167,13.8333
Arenas de San Pedro,España,40.20872,-5.091141
Zielona Góra,Poland,51.9397,15.505
Malaunay,France,49.5261,1.0403
Espot,España,42.57584,1.088914
Le Landeron,Suiza,47.0554312,7.0702155
Castillon-de-Saint-Martory,Francia,43.1354681,0.8590808
La Lande-de-Lougé,Francia,48.6925924,-0.2509679
Eindhoven,Netherlands,51.4344,5.4842
Plestin-les-Grèves,Francia,48.59726875,-3.5117711187415352
Nitra,Slovakia,48.3147,18.0875
Mequinenza,España,41.37765,0.3028557
Yuzhnouralsk,Russia,54.45,61.25
Emperador,España,39.55432,-0.3396982
Korschenbroich,Germany,51.1833,6.5167
Bell-lloc d'Urgell,España,41.6294,0.7808905
A Pobra de Trives,España,42.3405898,-7.2547833
Crespià,España,42.18707,2.799921
Ventrosa,España,42.15555,-2.852024
Betpouey,Francia,42.8819879,0.0335235
Nozay,Francia,48.5085,4.09529
Vilagrassa,España,41.64711,1.103577
Férolles,Francia,47.8355497,2.111236
Vidángoz/Bidankoze,España,42.80064,-1.014815
Nombela,España,40.15645,-4.502765
Saint-Yan,Francia,46.4116528,4.0390288
Saint-Sornin-Leulac,Francia,46.1989471,1.2976437
Noyon,France,49.5811,2.9989
Morey-Saint-Denis,Francia,47.1955052,4.9623167
Le Tuzan,Francia,44.4495789,-0.5763618
Aínsa-Sobrarbe,España,42.41556,0.1469093
Teresa,España,39.9,-0.6592473
Pons,Francia,45.5792284,-0.5471901
Otopeni,Romania,44.55,26.07
Antzuola,España,43.09944,-2.381747
Savignac-les-Églises,Francia,45.2740403,0.9147818
